node_id,position_x,position_y,speed,direction,acceleration,packet_sent,packet_received,packet_drop_ratio,latency,message_retransmission_count,signal_strength,trust_score,neighbor_trust_score_avg,historical_trust_score,false_packet_injection,blackhole_attack_attempts,sybil_attack_attempts,denial_of_service
3026,373.921047,406.0821326,0.105325527,319.2962147,1.580669373,458,97,0.788209607,63.09868664,0,-44.74765233,0.818837416,0.740045089,0.837554313,36,4,1,1
3027,944.4485827,826.2173758,1.200589222,163.0886449,1.282248614,206,220,0.067961165,53.30869923,2,-68.23674415,0.496847348,0.469753289,0.572088984,46,1,0,1
3028,641.7343973,227.6325358,6.025536482,277.7906654,0.975143462,71,228,2.211267606,35.13095682,1,-91.18346375,0.988054624,0.94180198,1.07266776,30,0,1,3
3029,671.4791487,524.4363459,5.580252956,303.4956372,-2.962286725,175,77,0.56,78.61282468,7,-71.42182303,0.242604615,0.213285248,0.157235105,28,2,1,0
3030,632.2821536,806.096748,7.642763856,255.9152259,-2.14714012,452,288,0.362831858,19.77130747,8,-85.16678133,0.138526687,0.224665118,0.133597642,2,1,1,1
3031,198.992139,353.4774751,9.148039131,182.799823,-1.660214705,218,242,0.110091743,4.618341094,9,-37.52028222,0.373596519,0.288376675,0.357826317,25,1,2,0
3032,418.3338641,642.209637,10.80196481,225.3117995,-1.368264924,215,191,0.111627907,70.11903241,5,-37.7519117,0.918656611,0.911202776,1.051096647,30,2,0,1
3033,750.9397984,245.631574,12.6161307,252.1825184,-2.12144075,206,142,0.310679612,15.34031798,2,-72.90564725,0.852312598,0.791963923,0.735842381,1,0,1,3
3034,101.3728976,109.2794454,2.965990154,91.11038516,-0.538106691,379,166,0.562005277,90.47878219,9,-90.38245492,0.247352966,0.218520669,0.380394107,14,4,1,4
3035,277.8527761,794.3842251,1.270857959,291.4485339,-2.54891649,71,346,3.873239437,77.29745731,7,-74.88181363,0.599697568,0.635104545,0.621475932,12,4,0,0
3036,276.3191085,98.96862341,20.21833347,342.116834,1.500133142,313,433,0.383386581,60.6221934,9,-90.98820245,0.588939739,0.683527564,0.525355621,27,2,0,4
3037,432.0189276,271.3813951,16.12004475,167.4861535,1.726324724,352,453,0.286931818,32.07854071,6,-78.71678036,0.293396895,0.332342436,0.404199934,43,3,0,1
3038,980.3687409,855.109422,13.32432607,252.3841859,0.445600138,439,410,0.066059226,64.15629355,1,-46.0172925,0.235381679,0.312350565,0.100509145,13,0,0,1
3039,67.50254668,346.4692871,19.03319824,265.3293261,-2.461770738,312,41,0.868589744,48.2088123,6,-79.56374928,0.390049486,0.31950122,0.335731542,11,3,0,3
3040,518.7009944,973.0453495,24.83038222,238.4091171,2.340499017,261,388,0.486590038,29.82369831,0,-61.90586411,0.788618801,0.724897124,0.864379785,14,3,2,4
3041,179.364682,979.7343348,12.83078727,196.961439,2.793814972,213,267,0.253521127,94.56281873,7,-91.67886397,0.191715042,0.267068738,0.290022563,20,3,0,4
3042,970.6765454,268.2760205,19.23358395,317.3932636,-1.785818638,185,313,0.691891892,17.02705212,4,-75.66621905,0.445723439,0.467227907,0.345972805,28,0,1,1
3043,113.3035047,40.97822225,28.60716672,161.6136153,1.227838917,301,205,0.318936877,75.58499119,8,-97.22536329,0.481698548,0.540122425,0.614229368,44,3,2,2
3044,403.6010024,705.0632842,25.18873488,21.99706434,2.051631784,254,254,0,80.20381822,2,-61.6282217,0.939124724,0.883696685,0.805241479,34,2,1,2
3045,737.8849848,450.9865026,12.78002432,304.0402953,0.239061135,393,104,0.735368957,95.22766621,6,-75.66637699,0.303522461,0.273241456,0.283588922,46,1,2,4
3046,704.554428,100.752844,19.34150513,242.633258,-1.060061403,351,164,0.532763533,55.39222655,7,-38.95972607,0.019646573,-0.064146522,-0.101119197,19,2,0,4
3047,422.7286369,707.522819,5.312127657,305.7331055,-0.12864771,291,111,0.618556701,53.95264094,0,-72.52131798,0.693731243,0.772848332,0.573040567,17,1,2,0
3048,346.524168,31.17490911,16.81566555,49.87707928,0.073612505,369,112,0.696476965,92.10863169,5,-60.95574164,0.755791502,0.847062587,0.879961089,37,4,1,1
3049,397.6123786,870.1966905,29.43984873,11.07105858,-0.596177735,464,171,0.631465517,80.30823267,1,-31.63491106,0.703032391,0.774525161,0.824221904,14,3,2,2
3050,264.2762632,138.6525291,15.54945346,336.3748345,2.579054962,328,238,0.274390244,76.60001147,7,-55.01058482,0.700738981,0.688175044,0.735316487,11,4,2,3
3051,205.3329387,127.3118787,27.82914898,53.18219011,1.463298666,110,244,1.218181818,79.12456837,5,-64.96696037,0.483227415,0.451454357,0.623114032,33,4,0,0
3052,483.0396976,175.672298,12.22004762,291.4748395,-1.552190146,355,432,0.216901408,49.82492805,2,-93.13126892,0.018660804,0.011180959,0.015976789,4,0,1,2
3053,268.5337561,960.2663585,29.96534482,296.3555792,0.513343124,351,339,0.034188034,5.100443165,3,-42.53249964,0.729917975,0.757441476,0.814774628,16,3,2,1
3054,287.4616649,693.1693603,17.37660106,255.1338722,1.132134906,348,284,0.183908046,20.62822348,6,-55.03316629,0.936520189,0.922821658,0.815701002,12,4,1,1
3055,656.7560635,801.3715355,1.268069827,47.25439599,-2.15906147,443,217,0.510158014,64.65621668,8,-92.40329795,0.157386356,0.141710411,0.126071603,12,1,2,1
3056,968.5373317,397.6349857,17.6026439,240.2635048,-0.849445546,144,276,0.916666667,40.22042592,9,-82.80315945,0.067914259,0.054122078,0.072441836,35,1,1,2
3057,603.6372006,336.3127275,8.23718087,320.07117,2.43328969,197,284,0.441624365,61.07025459,1,-62.3646777,0.265205289,0.314120725,0.348650163,15,0,1,1
3058,76.97946706,234.4840068,0.974439661,153.1913921,0.403038601,449,352,0.216035635,55.61611237,8,-96.84562967,0.849793853,0.907152027,0.800138272,39,4,1,3
3059,75.58361385,480.6480283,24.62559914,148.8660676,-1.698013524,308,191,0.37987013,44.42737025,5,-49.71829325,0.106147178,0.180254842,0.250248081,2,4,0,1
3060,951.4232208,551.8287335,8.271889109,159.4289914,-2.263291211,79,374,3.734177215,24.23807413,1,-84.05443089,0.715168401,0.663765855,0.78561742,1,4,0,0
3061,297.2907903,631.7748437,23.89645662,29.61788064,0.109361361,67,454,5.776119403,72.17702919,7,-65.72025979,0.062947434,-0.005551614,0.072837807,24,0,1,3
3062,92.06698608,257.118504,8.646527489,321.1292049,0.286114338,236,444,0.881355932,90.99546785,3,-83.08496137,0.032789015,0.001814598,-0.017981506,2,3,1,0
3063,599.0445872,948.6540809,5.829790616,312.905831,-0.993513292,261,196,0.249042146,77.22640818,7,-65.75691683,0.891301876,0.875391477,0.933916473,10,4,0,0
3064,623.6487783,169.7584982,29.21806722,359.2473558,0.782496171,84,107,0.273809524,12.88378538,6,-86.7224696,0.770560233,0.810933765,0.822479144,10,4,2,4
3065,648.5048201,965.6531748,10.84935983,210.6659309,-2.587891883,196,465,1.37244898,54.25702411,6,-58.42555805,0.598585049,0.650171136,0.652339655,9,2,1,4
3066,267.4020279,14.85612251,18.04128634,270.4289891,-2.12916184,331,204,0.383685801,83.70125205,6,-36.27152908,0.171995254,0.268825827,0.197855025,27,1,1,1
3067,15.11068421,481.1256918,18.29944478,72.96188627,0.277642926,84,49,0.416666667,59.50719643,1,-43.48648378,0.278848624,0.25449315,0.248993882,10,3,0,3
3068,965.0153695,333.3678381,16.81420447,240.3103746,-2.629105837,125,125,0,44.51734693,7,-83.09354653,0.048604491,0.029108457,0.143601037,48,3,2,2
3069,250.8930457,449.1234139,27.44087231,233.9038256,2.28545259,121,209,0.727272727,29.17008863,1,-65.132336,0.645362853,0.653778848,0.572845017,6,3,1,4
3070,676.0262881,570.664579,20.23323214,324.4351449,-2.147121777,298,124,0.583892617,33.70868431,2,-70.38241067,0.686085821,0.750152916,0.723701834,28,4,1,3
3071,706.6298699,435.589158,12.11199012,299.0853802,1.043519245,106,100,0.056603774,24.97352618,9,-32.41674164,0.326808762,0.358995564,0.318310299,0,2,1,4
3072,610.0074171,414.8468503,25.87141154,337.8479265,-0.65277935,406,219,0.460591133,20.37691868,6,-44.08252109,0.338416317,0.352948202,0.456267634,14,3,1,3
3073,312.9073942,732.7234154,5.431886973,312.7800502,-0.601273515,354,418,0.18079096,59.29764971,6,-92.47999354,0.628977646,0.658602039,0.656144114,6,0,0,1
3074,271.0962538,685.8762751,16.32710273,312.7298022,1.589337172,59,470,6.966101695,51.42909556,6,-88.20133195,0.945664763,0.938554842,1.052366039,3,0,2,0
3075,597.6682827,833.271282,28.51651116,22.94039761,-0.003227195,262,161,0.385496183,73.74847534,3,-50.8580124,0.394709426,0.44652014,0.530704331,2,1,2,4
3076,866.0956336,249.9589812,18.7619289,304.546303,1.353932782,410,168,0.590243902,31.4850242,4,-88.80992771,0.493590385,0.408649528,0.381697625,19,2,1,0
3077,946.7337289,609.5285098,24.50905351,218.692222,0.031147373,286,304,0.062937063,46.62158398,6,-33.46720153,0.698275971,0.700080766,0.714833705,2,3,2,0
3078,105.9058044,585.1947854,19.60682177,136.9600026,0.557432048,283,131,0.537102473,68.35665169,7,-30.49372052,0.342320955,0.403636486,0.457513692,28,2,2,2
3079,154.8286126,369.7378109,25.18112591,20.34526478,1.564287767,462,312,0.324675325,96.36014472,2,-45.51403936,0.868858321,0.829362136,0.98048043,19,0,2,2
3080,944.7362588,486.0575419,28.3346364,243.9625589,0.643852458,272,58,0.786764706,35.53816976,5,-98.12398325,0.846181551,0.914864759,0.754954346,9,3,1,1
3081,736.5352283,313.7821433,8.187651826,118.1526302,0.693690656,153,47,0.692810458,30.52267809,8,-66.20912559,0.674282983,0.730849431,0.668693081,34,4,2,3
3082,882.9938248,141.8443976,5.089832438,168.3994554,1.735317549,376,450,0.196808511,45.47954872,9,-71.57443435,0.536923599,0.553057429,0.453852555,25,0,2,1
3083,202.6326341,213.8012107,14.51972251,245.4222373,2.694520895,147,474,2.224489796,72.66352238,4,-44.03250508,0.983520926,0.933950642,1.102566228,29,1,1,3
3084,587.5858711,105.5136464,21.0558728,328.2388369,-0.739703076,275,273,0.007272727,96.1934795,3,-79.90941705,0.70238052,0.774595363,0.553349323,25,3,0,2
3085,701.1395944,683.0695752,6.815737595,297.1572896,0.462702943,271,204,0.247232472,54.11709601,8,-72.97117698,0.643226605,0.54922038,0.558746597,36,1,0,1
3086,680.1118854,660.7273931,0.123043513,162.2149665,-2.482361054,373,118,0.683646113,81.4315838,3,-93.45490581,0.87681794,0.895320588,0.849528135,19,2,0,3
3087,408.1516909,950.6063716,10.28805348,139.6019367,-0.847176717,383,49,0.872062663,46.97558078,2,-76.01547394,0.554990674,0.611503608,0.47133165,41,1,0,2
3088,15.39489169,729.6784136,29.06578006,86.32070598,-0.527704645,329,355,0.079027356,4.94585574,6,-31.83023084,0.242923557,0.240004132,0.384997954,8,1,2,3
3089,582.9260568,52.04583876,20.84902382,134.0736304,2.011423901,92,385,3.184782609,89.52691962,4,-34.04951022,0.137772283,0.058343508,0.060980261,10,4,1,1
3090,253.1015392,884.2451739,12.03976332,39.97669943,0.080354413,400,462,0.155,29.69793118,0,-47.48185557,0.471032148,0.537828463,0.429726629,32,1,0,4
3091,450.2542461,862.6751629,5.77728292,349.597983,1.38639824,431,428,0.006960557,14.72789849,7,-36.49154411,0.515654156,0.59747177,0.41787565,29,4,1,4
3092,957.5810151,443.3203208,10.68269021,206.6102798,-2.8859556,472,47,0.900423729,99.61998789,0,-85.21806452,0.827694237,0.840356176,0.95569506,29,1,0,1
3093,399.0353176,585.8630505,5.095182999,46.01010341,-0.213043982,397,67,0.831234257,35.39250063,8,-56.4717692,0.139474508,0.196905438,0.11285746,44,4,2,0
3094,839.8016067,976.0783325,3.189174639,127.0101633,2.407905991,202,405,1.004950495,14.51728946,0,-65.00194332,0.681230224,0.703373181,0.609784636,22,0,1,4
3095,188.5406057,532.3043638,27.20227118,196.9340917,-1.654116544,388,118,0.695876289,31.84267567,3,-70.41169717,0.304126935,0.318783525,0.227962607,35,4,0,4
3096,672.460498,905.3218284,29.92951015,191.8388292,-2.810866888,339,369,0.088495575,51.86992505,9,-77.26154041,0.939030245,0.865184645,0.964715044,23,0,2,4
3097,977.0069544,83.03875781,4.923433188,12.78121274,-0.399547598,273,179,0.344322344,9.707751564,3,-39.35762856,0.47042135,0.457779873,0.613714957,30,0,2,0
3098,101.8931009,191.0518687,1.635676766,342.3027723,1.226590924,168,233,0.386904762,35.9094626,8,-66.08463677,0.62239822,0.65815697,0.764649846,22,3,2,2
3099,8.319942227,440.7549434,9.891933214,99.13524533,-0.273218959,263,262,0.003802281,67.21678585,0,-49.31765574,0.65010819,0.641004802,0.79461242,41,0,0,2
3100,433.5827926,584.7568083,13.84977542,5.826480815,-0.240130119,102,133,0.303921569,91.67726849,9,-50.58348293,0.091005075,0.114557984,0.056998026,35,3,1,0
3101,92.62548305,816.2278519,6.144637412,27.51984322,1.018830247,269,473,0.758364312,40.34633077,8,-90.47502181,0.852195062,0.931156799,0.976520817,39,4,0,0
3102,748.3843497,988.2621151,9.042747354,208.8701652,-1.47366715,488,140,0.713114754,56.89186033,3,-96.5745011,0.16423642,0.137480746,0.14755358,48,2,2,1
3103,914.5486638,388.8514965,6.026122071,49.60278744,1.51133875,292,254,0.130136986,63.9701578,6,-41.20257785,0.397419127,0.463116452,0.40058923,33,3,2,1
3104,434.0209727,47.41563614,23.22781705,15.02092543,-2.081318815,102,250,1.450980392,8.004594454,8,-65.67759735,0.672563687,0.578372723,0.678533684,20,2,0,1
3105,258.7116422,801.1715033,21.3773383,136.6655279,-0.625496368,451,479,0.062084257,34.8802792,6,-43.29401278,0.055219901,0.125752356,-0.075702523,25,4,1,2
3106,434.403319,604.3807191,19.04854547,224.1940292,0.936048651,166,55,0.668674699,68.7411475,1,-79.20543266,0.580423849,0.501759308,0.483544198,6,3,0,3
3107,723.4478179,198.5428589,11.61653571,40.26232974,1.970214043,440,93,0.788636364,73.83044756,5,-39.67176201,0.409916132,0.374204277,0.525744291,24,4,1,4
3108,9.05416158,494.8284566,27.27122824,112.7980196,1.749186427,496,283,0.429435484,36.23925891,5,-41.84256606,0.063852606,0.066541548,0.182759547,2,2,1,1
3109,589.4539895,742.3102455,29.08597625,150.3938418,1.330113596,380,278,0.268421053,1.666888785,2,-73.28300006,0.726391121,0.756398149,0.63698916,42,4,0,4
3110,613.2916849,770.4117871,5.209179379,57.4056352,-0.845421699,91,253,1.78021978,1.679694424,3,-71.18113568,0.501333393,0.591955786,0.442124684,17,2,1,0
3111,637.6882469,499.618412,6.690379242,182.1866034,-2.266174102,444,343,0.227477477,54.27388175,5,-75.43753204,0.303440174,0.264846247,0.402382871,5,0,1,2
3112,242.02208,305.2145301,15.76893084,30.67707128,-1.698994694,296,160,0.459459459,55.59710376,5,-97.56241988,0.084327796,0.001397548,-0.004421774,45,2,2,1
3113,714.0527234,973.742582,2.737517078,16.74665868,2.189002887,442,59,0.866515837,56.01622381,0,-51.86375861,0.547474205,0.539241327,0.661721593,12,2,2,3
3114,91.39148633,663.362611,13.09345196,187.1407322,2.143988221,340,304,0.105882353,72.45355352,9,-80.90872155,0.305962677,0.275016317,0.402919992,1,0,2,2
3115,199.2703365,408.2375193,17.45373794,89.24291019,2.709365115,297,39,0.868686869,92.20567017,7,-38.11903803,0.946684231,0.966708055,1.038949299,47,3,2,0
3116,877.4700467,280.4632242,15.66220713,34.33457084,-2.544068089,150,118,0.213333333,99.02685057,8,-37.18359967,0.591516181,0.676072687,0.709039938,39,1,1,4
3117,738.7231507,731.102983,9.927257492,152.6085315,0.220854512,136,459,2.375,70.40560871,1,-49.41945557,0.285065108,0.31373673,0.401141324,46,3,1,2
3118,13.74555401,242.1834456,16.27337418,329.4506662,0.892098269,402,176,0.562189055,51.88587304,3,-87.29052077,0.52861805,0.544220901,0.653780421,12,1,2,4
3119,248.3762604,171.709989,28.76402863,260.7092808,1.263944262,498,156,0.686746988,14.95848503,5,-93.74952553,0.539495389,0.488712305,0.653358055,0,0,0,1
3120,214.406483,529.833889,6.180522129,293.6217295,0.86317941,133,215,0.616541353,39.03334276,1,-42.84873832,0.726761604,0.679714442,0.758838298,1,3,2,0
3121,270.806328,289.9873926,19.64494075,313.889036,1.620068339,310,153,0.506451613,57.6732099,6,-37.48537238,0.902202323,0.889417502,0.799519872,3,4,0,3
3122,247.5597703,628.9051449,1.301900825,350.1459869,-0.843170542,270,136,0.496296296,99.98103964,5,-75.35726127,0.962593622,1.040852098,0.995335794,12,4,0,2
3123,62.52629574,117.9386749,1.992492134,274.7687665,-1.923403367,203,370,0.822660099,13.57118071,7,-75.29308464,0.71789077,0.733787514,0.850554269,29,3,2,4
3124,458.9405166,654.9411046,16.55484673,219.0268519,-1.772499767,100,35,0.65,79.51457064,6,-72.68068648,0.545913241,0.544842794,0.686215742,43,4,0,0
3125,732.7334748,283.296528,3.14817541,131.5533169,-2.928127863,87,80,0.08045977,99.89507963,9,-42.06643853,0.224932086,0.233441591,0.293471156,11,0,0,0
3126,606.7317247,0.242934435,0.670403653,65.39156516,-0.898068767,308,427,0.386363636,80.72383701,0,-50.50496297,0.403029417,0.469785865,0.461180065,32,4,2,1
3127,672.8716686,126.9360577,5.145389929,247.1975546,-2.449535695,236,343,0.453389831,76.9472718,9,-91.46165661,0.488788991,0.524367857,0.620319503,37,4,1,2
3128,81.14917854,933.6153778,16.94547513,358.181995,-1.071067843,62,165,1.661290323,26.60943257,9,-55.57165991,0.128371153,0.213856152,0.065754329,42,1,0,1
3129,951.4907102,867.3546391,21.10022864,168.2491265,0.769260463,272,31,0.886029412,1.332888209,4,-99.3155638,0.256403806,0.272751983,0.151698264,47,1,2,1
3130,838.4918338,233.609032,6.074356924,260.5245725,2.366868334,468,47,0.89957265,23.37272172,5,-50.27296565,0.984452606,0.923658327,0.92145283,33,2,1,1
3131,805.0903185,778.3719045,20.04778312,178.233282,2.037632706,136,278,1.044117647,79.19021139,6,-46.47573778,0.756690052,0.660435221,0.891374611,2,0,1,0
3132,822.983805,608.5715932,5.474289933,155.4960324,-1.483954728,308,214,0.305194805,11.62083866,3,-42.95361062,0.482006703,0.445429484,0.395698975,42,4,1,4
3133,932.7105081,970.9047114,18.4037228,147.7100209,-2.195501147,230,251,0.091304348,30.31571911,8,-56.20501647,0.226032565,0.13857977,0.143453938,8,0,1,4
3134,544.2539661,373.6056595,12.3587904,181.6648859,-1.841566357,360,257,0.286111111,56.68802183,0,-87.35883269,0.573447664,0.55486067,0.481332393,6,0,1,3
3135,200.2820179,681.4606125,19.61398528,132.0824383,2.825919911,222,377,0.698198198,58.40121974,2,-44.43772535,0.23187517,0.169453204,0.227315072,3,1,0,3
3136,616.7836079,63.53572242,29.85158257,269.5583959,0.296846878,371,448,0.20754717,54.75588035,9,-37.01466085,0.193108766,0.174091419,0.282025299,27,4,1,4
3137,742.8814937,396.2473468,28.13450896,314.7379296,-1.904986662,244,223,0.086065574,98.10746604,1,-55.63426999,0.093756382,0.073597036,0.058312021,41,2,0,1
3138,737.9173934,963.8176612,0.128452735,317.8387104,2.044476928,389,341,0.123393316,2.216273969,1,-80.74174882,0.345853038,0.301106852,0.225889332,31,3,2,0
3139,521.4490242,538.9808745,26.56316293,81.97153683,-0.628852534,294,239,0.18707483,49.2722525,0,-87.44474948,0.541723188,0.572287074,0.613783825,0,2,2,1
3140,68.45871933,287.8795033,1.994723855,322.5272899,2.395332912,477,328,0.312368973,50.93764141,2,-83.79758848,0.159327618,0.14601438,0.192276413,12,1,2,1
3141,371.1129384,120.2709631,28.59139758,122.9584435,-1.435937239,378,358,0.052910053,30.03889118,9,-98.81670222,0.200435478,0.27912674,0.194180478,35,2,1,1
3142,920.7666085,703.5283402,8.454770373,111.3507596,-0.640669447,417,101,0.757793765,52.98205629,4,-99.28819863,0.391139228,0.30635531,0.530368837,25,1,2,2
3143,584.4489098,644.8560434,11.46104491,261.6321807,0.029686577,245,146,0.404081633,67.65470424,5,-79.20731054,0.489531639,0.471656357,0.480658956,12,1,0,2
3144,538.3319433,373.9387136,2.749146155,109.6906824,2.355692005,111,293,1.63963964,67.60283486,7,-35.39282,0.762283179,0.817473108,0.832041913,21,0,0,1
3145,268.8535144,950.9413519,3.36818275,19.06790602,2.21254459,74,34,0.540540541,9.697840598,3,-56.50707809,0.566628165,0.565535222,0.464178245,23,4,1,3
3146,368.4489199,22.20281299,21.80221696,134.502398,0.446130422,101,298,1.95049505,80.44353809,0,-72.97250586,0.61770107,0.710917325,0.59266181,10,3,1,3
3147,895.3460892,303.7238516,28.32996707,259.7276161,-1.669346941,99,36,0.636363636,93.14027318,8,-99.24067061,0.696210452,0.631175046,0.60989059,24,1,2,4
3148,666.4630475,921.0694863,18.32245485,117.7050313,-0.57985817,427,50,0.882903981,13.23757394,2,-30.72098936,0.450982934,0.414187773,0.40542471,14,1,1,0
3149,787.3870268,320.9354383,21.47550047,226.6412602,2.853798392,434,66,0.847926267,42.24738828,7,-68.09089285,0.343133335,0.266364146,0.337048395,44,0,1,2
3150,454.3454231,252.2528339,22.85909234,237.6429999,0.646639343,344,202,0.412790698,51.66327255,3,-30.59480164,0.800420741,0.749766671,0.702769761,35,3,2,1
3151,630.2472195,534.2204099,7.884428237,264.1449642,1.686586531,101,465,3.603960396,14.34734725,2,-49.59020313,0.828320417,0.862826867,0.919234013,37,1,1,2
3152,248.3836087,823.8017499,1.356888928,322.9669679,-0.300811828,381,461,0.209973753,50.83502097,2,-96.41328042,0.153982092,0.151371291,0.116785407,33,4,0,4
3153,705.4608303,103.1467609,0.056182318,155.7232197,0.192043653,89,91,0.02247191,21.47902483,3,-39.86820519,0.953369525,0.885782971,1.072345708,33,4,1,3
3154,427.6013337,943.0207096,10.51947849,59.9155476,-0.426275327,281,235,0.163701068,93.60073479,3,-62.87204236,0.929922736,0.92486175,0.982319729,31,0,2,3
3155,442.5455148,795.0728812,7.243926846,114.8132576,1.217525988,109,130,0.19266055,45.39856384,6,-68.30901143,0.870877813,0.940358105,0.773859591,37,1,0,0
3156,649.3223246,181.2502556,1.869531751,155.5802119,2.108826083,265,148,0.441509434,99.49522388,1,-46.95038092,0.422658419,0.41062359,0.46524983,24,3,2,0
3157,936.2806215,712.0079612,5.385848775,257.000929,0.044181259,415,208,0.498795181,5.604603678,7,-45.76393471,0.842178411,0.744821316,0.699152701,2,0,2,4
3158,64.00634661,384.9587226,3.734966948,4.723965202,-0.114795248,389,161,0.586118252,13.63049369,1,-44.24991752,0.628058559,0.539042867,0.720271623,42,0,1,0
3159,824.7432373,402.2946781,27.44635142,113.682738,-0.958281197,246,405,0.646341463,44.87786925,0,-46.76245516,0.205394739,0.193018806,0.347662019,46,2,2,4
3160,292.3831104,783.2900924,4.208016404,280.7433292,-1.937419834,325,371,0.141538462,87.56156921,7,-55.11109636,0.77488302,0.793532045,0.828210264,28,0,0,2
3161,443.9194545,962.784808,16.12945392,241.5087732,2.635486337,390,469,0.202564103,55.96735325,3,-52.70643793,0.406094995,0.483401598,0.534043163,20,2,0,1
3162,21.91332878,126.6558728,17.79317865,263.4263905,-1.103521688,51,104,1.039215686,73.50197884,5,-39.89921898,0.292164571,0.388556874,0.230604299,8,2,0,3
3163,301.0460778,420.6302369,16.30468373,292.251877,1.804148781,155,319,1.058064516,42.93275257,0,-51.66215638,0.878292216,0.974367438,0.855368848,20,1,0,1
3164,502.6312426,480.9416081,2.971693026,281.9648588,1.292082128,265,74,0.720754717,5.010691549,2,-92.90497502,0.862277274,0.873856069,0.839656492,20,4,1,2
3165,56.17607735,376.311817,9.563950853,245.5859398,1.745505602,314,173,0.449044586,65.13344328,6,-54.81495604,0.864373244,0.771519329,0.747982085,6,3,2,0
3166,491.0957294,363.1891237,1.538109974,158.2781517,2.6206088,216,166,0.231481481,63.76614426,6,-88.10043556,0.85952356,0.802219985,0.948456492,46,0,1,3
3167,927.1106289,52.26866756,11.87009742,354.0953984,0.740224561,296,237,0.199324324,8.071375183,7,-99.00229263,0.554229094,0.541095437,0.552749033,31,1,0,0
3168,105.3932181,685.5386206,5.657967938,204.8663504,2.38770206,463,260,0.438444924,17.91726545,1,-85.00832944,0.616920328,0.69285552,0.614048688,21,3,1,1
3169,764.4407281,436.2144171,16.848976,72.99691537,-1.993816063,487,301,0.381930185,48.13942409,6,-89.19165116,0.948865562,0.853177343,0.999406192,41,0,2,0
3170,409.6710534,194.7938026,20.78425182,105.4126278,0.760275456,259,124,0.521235521,45.21712119,3,-92.85329854,0.129341133,0.13120902,0.030637313,10,4,2,4
3171,655.1737145,816.0335023,15.96359581,249.6824841,1.633653677,107,444,3.14953271,75.48933254,5,-84.95092576,0.806261387,0.836954481,0.899308218,33,4,1,1
3172,260.236598,802.5607482,13.0271009,332.9062435,-1.370153216,477,426,0.106918239,39.35390056,3,-60.55014623,0.526267739,0.483913705,0.486029246,13,2,2,0
3173,159.4922625,486.3916281,11.62000263,64.33924651,1.444522808,92,413,3.489130435,66.66672364,8,-89.39711379,0.978407528,0.941543202,0.85229981,47,2,0,1
3174,160.4626143,298.4506611,25.25075304,29.64473847,1.670860975,187,290,0.550802139,70.73793046,0,-80.43932061,0.639223746,0.616909152,0.546321313,40,3,1,0
3175,70.49194564,638.0927258,6.581041952,317.3511773,1.987127736,158,408,1.582278481,64.85538209,0,-40.52855229,0.16254419,0.117463044,0.088399927,21,0,2,0
3176,185.6467049,288.1521358,22.02655019,329.5000724,-1.122702524,97,156,0.608247423,60.01643162,4,-37.83641078,0.815490978,0.802928663,0.718874602,24,2,0,1
3177,664.219385,236.0079303,22.72446974,99.49656431,1.089639541,175,460,1.628571429,80.76266458,4,-76.68409432,0.672671564,0.604290154,0.59533934,15,1,1,2
3178,881.6906118,730.514654,12.57600022,135.8228608,-1.1744803,263,196,0.254752852,66.05359037,7,-37.07342294,0.148927789,0.088794168,0.297683368,32,2,2,1
3179,814.1256856,40.32523972,8.919017977,237.6676791,1.434242325,450,47,0.895555556,83.58425029,6,-58.99905609,0.008992161,-0.083580607,0.020310204,1,3,2,3
3180,685.1343099,94.76847103,14.11624458,118.7748075,-0.222158009,177,177,0,64.03186715,2,-84.15421169,0.543647297,0.525910228,0.57452522,38,1,0,3
3181,110.4318634,6.788174024,2.796417777,315.777135,0.585266247,438,276,0.369863014,16.73832867,7,-47.19946164,0.241489111,0.282956761,0.141297126,43,4,2,2
3182,289.1874463,152.9431865,1.377900967,38.72833298,-0.504960111,247,159,0.356275304,31.63509523,3,-35.45340987,0.867241489,0.868471928,0.730447686,49,1,1,0
3183,309.8068753,68.99000871,3.348095984,13.67359955,-2.028102438,251,325,0.294820717,33.70517792,2,-53.85349207,0.250929942,0.257061499,0.194035139,5,3,0,1
3184,249.9569464,995.8023678,5.614350944,75.05503443,-1.931822822,241,443,0.838174274,10.2976316,1,-85.906849,0.662856155,0.652845426,0.743800684,33,4,1,0
3185,515.0056597,288.80997,15.12530461,102.9916002,-2.534586556,156,295,0.891025641,69.53835909,8,-93.98839463,0.345130107,0.362099448,0.362764654,45,0,0,0
3186,535.5538149,149.2680127,25.47409908,40.65357286,0.708436078,243,349,0.436213992,59.91600349,6,-83.94116205,0.35031805,0.296253321,0.203553017,47,3,2,3
3187,356.8859752,240.996258,7.06926996,23.64855456,2.091830388,376,71,0.811170213,59.38573726,4,-76.30440462,0.181814837,0.123317997,0.268445641,41,2,0,1
3188,353.7891587,936.1255715,28.05486032,272.0187769,-2.874979042,287,232,0.191637631,48.37321283,8,-76.63852872,0.502721724,0.591114611,0.383921616,36,3,0,4
3189,828.5555979,520.160223,28.64723727,59.13956372,-2.602562987,181,210,0.160220994,54.76933806,2,-65.10178469,0.579271698,0.569353579,0.561385971,21,3,1,3
3190,789.2928483,364.8180963,28.76713815,329.0119917,-0.255198046,406,378,0.068965517,1.800641864,5,-64.63815488,0.581013679,0.646448841,0.730855769,15,3,2,0
